epoch,learningRate,trainLoss,valLoss,trainAccuracy,trainMacroPrecision,trainMacroRecall,trainMacroF1,trainWeightedF1,valAccuracy,valMacroPrecision,valMacroRecall,valMacroF1,valWeightedF1
66,3.75e-05,0.2509634446967376,0.6952924222970496,0.918869644484959,0.9173573444823407,0.9269990238473144,0.9218171519951488,0.9187011900070031,0.8448979591836735,0.8114445437815002,0.8378410821527466,0.8225225353724978,0.8458217289571346
67,3.75e-05,0.24925982503860564,0.6643813853361169,0.9051959890610757,0.8939975113998111,0.919251147954423,0.9049896191667436,0.9049141108563157,0.8244897959183674,0.8142955310156593,0.7912003824726003,0.7975901792287116,0.8247267242234616
68,3.75e-05,0.2421409872953959,0.6045430583613259,0.918869644484959,0.9155167498424911,0.9289614619372873,0.9213543644326395,0.9185329853503869,0.8448979591836735,0.8148946083156611,0.8326303793044224,0.8215024709284174,0.8467375679961378
69,3.75e-05,0.23634085167834404,0.6376529199736459,0.9161349134001823,0.9060591564399969,0.9310067247994621,0.9169558873805824,0.9160389152916729,0.8285714285714286,0.8204660209809135,0.7949653382591167,0.8020670255417177,0.8297663618754659
70,3.75e-05,0.2350854205210424,0.6387796832590688,0.9179580674567,0.9138299681183795,0.9258155634286463,0.918689673035389,0.9176911292409099,0.8408163265306122,0.8138400565483899,0.8097398073416467,0.8110024637650167,0.8400408612381787
71,3.75e-05,0.24987345260169797,0.705565034248391,0.9115770282588879,0.9116390002862893,0.9215688081131751,0.9162285243439556,0.9112872386982921,0.8081632653061225,0.7745450071031467,0.8020081712462414,0.7808630552078738,0.8091542854277789
72,1.875e-05,0.23236446138284592,0.6012047091917115,0.9279854147675478,0.9199809810899605,0.9390505135299794,0.928491586377134,0.9277974519930001,0.8367346938775511,0.8186902877308921,0.8199839484999819,0.8181940401551459,0.837904479250965
73,1.875e-05,0.2257046419159325,0.6454784396959811,0.9225159525979946,0.9180440543976577,0.9341820177583218,0.9252016035253692,0.9224032117669266,0.8285714285714286,0.8030214266046404,0.8037085698092367,0.8003145628934312,0.8301694254702011
74,1.875e-05,0.2164206641200682,0.6233481450348485,0.9225159525979946,0.9203545995713133,0.9328792494657896,0.926141734028206,0.9223516789400553,0.8244897959183674,0.7953937601787064,0.7884932571255696,0.788511496487614,0.8247470143193179
75,1.875e-05,0.20059299297841332,0.6075845674592621,0.9307201458523245,0.9268546020733837,0.9427516522784073,0.9341737811030043,0.9306486170204818,0.8408163265306122,0.8041537457134377,0.8123505135041683,0.8066713679853965,0.8408758856672686
76,1.875e-05,0.22774423336917526,0.5888602261032377,0.9216043755697356,0.9229953467769354,0.9272065408984692,0.9250455931786039,0.9216045289149335,0.8367346938775511,0.8143357095802748,0.7951530301702361,0.8031115546103459,0.8351848981066989
77,9.375e-06,0.21798342015380304,0.606138869572659,0.9325432999088423,0.9228025999277558,0.9407589876927048,0.9309537654874201,0.9326065116369603,0.8367346938775511,0.8049937418497913,0.8115654008873686,0.8053851249828439,0.8382497473944582
78,9.375e-06,0.19606550449442625,0.5878836980279611,0.9334548769371012,0.928153355221053,0.9407088897196724,0.9336276045390304,0.9332208988406674,0.8571428571428571,0.8283242660230995,0.8308716047364753,0.8293870244048372,0.8571097610093219
79,9.375e-06,0.18492767845052094,0.5973323234489986,0.9434822242479489,0.9406186068001415,0.9479114661868594,0.9439406846243318,0.9433837581061982,0.8448979591836735,0.8168736102425127,0.8210980523149982,0.8185183753044978,0.8450593926273482
80,9.375e-06,0.2031784689795895,0.5982768847321978,0.9334548769371012,0.9251496369913963,0.9393490600804196,0.9316837205494743,0.9334663242228093,0.8367346938775511,0.8076289155573043,0.81200095310162,0.8084351703739617,0.8370579928487814
81,9.375e-06,0.20739057119477305,0.6058937725363945,0.9179580674567,0.9176693823426564,0.9317107268312609,0.9241676082688474,0.9176062231388833,0.8448979591836735,0.8160041670216088,0.8247354741104297,0.8198170706833404,0.8455589411700838
82,9.375e-06,0.19001718469935325,0.5873217110122954,0.9453053783044667,0.9395989101864667,0.9526777009118413,0.9456755808724747,0.9452408331698465,0.8408163265306122,0.8100601515534196,0.8094152683331268,0.8078268454748597,0.8403083807539807
83,9.375e-06,0.20110657966017398,0.6003107893831876,0.9334548769371012,0.9239032480971962,0.942268198900342,0.9322387395925923,0.9334354887819387,0.8448979591836735,0.8101439962735552,0.8335751248450588,0.8203510377550663,0.8459665311504809
84,4.6875e-06,0.19687392962663525,0.6129012214894197,0.9434822242479489,0.9421726212213235,0.9504053154874493,0.94584671736212,0.9433710363180443,0.8367346938775511,0.8082042324430635,0.8162501075200416,0.8118009298461003,0.8364344194230923
85,4.6875e-06,0.1791395740609008,0.6043469474023703,0.9407474931631723,0.9359295072497228,0.95134771845944,0.9430593506278849,0.9405919922054649,0.8571428571428571,0.8179752226430613,0.8374274688136819,0.8268174587170352,0.8571231088119862
86,4.6875e-06,0.1945276795975599,0.5937562886549502,0.935278030993619,0.9330512135695278,0.9447725109742398,0.9384780710346862,0.9352689796120736,0.8448979591836735,0.8147096062447569,0.8217121387350189,0.8166450143770526,0.8450890987597987
87,4.6875e-06,0.17763096395686417,0.5769423722612614,0.9498632634457612,0.9446495189504144,0.9573875260901895,0.9505948601443701,0.9497983355302857,0.8530612244897959,0.8280791374257799,0.8377945341277591,0.8326926931931243,0.853125637401728
88,4.6875e-06,0.1672505902477906,0.5850798753147223,0.9489516864175023,0.9480608053515441,0.958271239612864,0.9524823627926341,0.9488564491579692,0.8530612244897959,0.8151853338550278,0.8198173562668604,0.8169349115860743,0.8520422978382162
89,4.6875e-06,0.18651178030937285,0.6027644699325367,0.9416590701914311,0.9376660855720732,0.9489966028718402,0.9429299865214765,0.9417363142528069,0.8530612244897959,0.8234874232091333,0.8377945341277591,0.8296289303920733,0.8545338930209895
90,4.6875e-06,0.1724517758504412,0.5816560346861275,0.9489516864175023,0.9527728849417049,0.9574870163669238,0.9548263423799273,0.9488762931582801,0.8489795918367347,0.815746173609393,0.822579221444092,0.8189039679176738,0.8491265580110979
91,4.6875e-06,0.16650613168476924,0.5934537362687442,0.9498632634457612,0.943148061971232,0.9606005748310604,0.9509798181516956,0.9497230362902174,0.8408163265306122,0.8000676713848911,0.8076490039822289,0.8033536774847133,0.8407082816803306
92,4.6875e-06,0.1834651647422568,0.5857590385845729,0.9471285323609845,0.9477182247705013,0.9550943631960735,0.9511327424549704,0.9470176108065457,0.8367346938775511,0.8075083006862828,0.80386112519435,0.8053301530404541,0.8363056817311644
93,2.34375e-06,0.17727979608797007,0.5877688303893926,0.9480401093892434,0.9463907256979422,0.9564527520168137,0.951021802529088,0.9479503850754784,0.8448979591836735,0.8124000935072323,0.8096706184192101,0.8103394154887592,0.8442155327833776
94,2.34375e-06,0.1857305684601489,0.5912679900928419,0.9462169553327257,0.9466472583421139,0.9556468545278424,0.9505771508587628,0.9460219554739804,0.8530612244897959,0.8231402139640474,0.8180510919159625,0.8194142280677731,0.8521201852957356
95,2.34375e-06,0.1691189815537323,0.5889786868375175,0.9480401093892434,0.948773128320097,0.9583015830880535,0.9530984067796849,0.9479768481251953,0.8408163265306122,0.8045463518768949,0.8065112751435876,0.8051605500412248,0.8409932322732803
96,2.34375e-06,0.18176908793781926,0.5905279839525417,0.9425706472196901,0.9433909071612896,0.9476259850305748,0.945334525543768,0.9425175321770304,0.8448979591836735,0.8300578658720905,0.8079924442726814,0.8167868320814606,0.8438182418361064
97,2.34375e-06,0.1663961711262396,0.577426671495243,0.9562443026435734,0.955185448941868,0.964920928072277,0.9598004666744563,0.9561028780864881,0.8367346938775511,0.8234211221343574,0.8198958582956125,0.8199790565005566,0.837808043695187
98,1.171875e-06,0.17893281312779938,0.5801030489254971,0.9544211485870556,0.9577957185897509,0.9596782545016219,0.9587086154368434,0.9544225602125693,0.8408163265306122,0.8139042862973845,0.828020981706282,0.820195330742998,0.8418414338073236
99,1.171875e-06,0.188446407466991,0.5819447927937216,0.9371011850501367,0.9307798016879004,0.9447801306428111,0.9372563674797086,0.9370881681348916,0.8408163265306122,0.815488555045517,0.8165935478104936,0.8159355937067686,0.8406527188842421
100,1.171875e-06,0.160938909978571,0.5773118505672533,0.9498632634457612,0.949077825461717,0.957422675436924,0.9529974400409754,0.9497542242835553,0.8326530612244898,0.7991381534082186,0.799985156202102,0.7990944025157214,0.8331570574102415
101,1.171875e-06,0.19312155670541573,0.5776119887220617,0.9407474931631723,0.9377585742489871,0.9478551801337249,0.942387872856869,0.9406243061975083,0.8448979591836735,0.8100186972955165,0.8228643166658961,0.8160384377830593,0.8451919750016517
102,1.171875e-06,0.18611397953498549,0.5828360368098532,0.9389243391066545,0.9390886936602086,0.9460186749848037,0.9422638524768702,0.938811759109266,0.8448979591836735,0.8194885101589398,0.8203814265983725,0.8197071397783807,0.8446733062524157
103,5.859375e-07,0.19246398544137655,0.5750147988297502,0.9389243391066545,0.9286259442859816,0.948033320101788,0.9373273635544322,0.9388959700752534,0.8489795918367347,0.8229389658797347,0.8135465874114581,0.817213442626986,0.8478669552228084
104,5.859375e-07,0.1699949702623223,0.5933406643113311,0.9535095715587967,0.9508893146189132,0.9600102711320324,0.9551297750126663,0.9533447671265881,0.8367346938775511,0.8035665619303377,0.8031444994777246,0.8028707406858792,0.8356218207028034
105,5.859375e-07,0.16192083464173046,0.5677906796032068,0.9480401093892434,0.9483935382600929,0.9576691220239377,0.9527867213174303,0.9479463215567548,0.8571428571428571,0.8278521469098719,0.8315001402487318,0.8292719703193864,0.8574502014795204
106,5.859375e-07,0.1899232956476394,0.5795784002664138,0.9389243391066545,0.9332653740250508,0.9467547574367642,0.93944707710414,0.9389754996782573,0.8489795918367347,0.8214982645146306,0.8129180518992016,0.8162202095701495,0.8471541506650466
107,5.859375e-07,0.18206300731126895,0.5776334741285869,0.9434822242479489,0.9430596323766315,0.9541791781874513,0.9483247120804491,0.9432854307756057,0.8448979591836735,0.8155464135664787,0.8301306863476322,0.8218292587992982,0.8462265306671809
108,2.9296875e-07,0.17188481831670133,0.573389256122161,0.9453053783044667,0.9407304677978091,0.9561146387870152,0.9477448397471037,0.945220568310356,0.8530612244897959,0.8258935679821756,0.8270837259485965,0.8264268886550775,0.8532044682279691
109,2.9296875e-07,0.18179146671088697,0.5862113794501946,0.9371011850501367,0.940292154316159,0.9430703765944012,0.9415394216870445,0.9371107684778771,0.8448979591836735,0.8255813138546503,0.8073639087604251,0.8143441555366108,0.8431334707796163
110,2.9296875e-07,0.1721283322235836,0.5883878506568013,0.9516864175022789,0.9530108426127056,0.9584357444706787,0.9554486383625375,0.9516855733653812,0.8448979591836735,0.8117816890664634,0.8073639087604251,0.8089318655386092,0.8439024246070117
111,2.9296875e-07,0.18549985682410117,0.5778049646591653,0.9453053783044667,0.9425934073020109,0.9524920354664604,0.9470475593574869,0.9452589574953236,0.8448979591836735,0.81344728068866,0.8204695168027417,0.8167359130221742,0.8450014175168868
112,2.9296875e-07,0.186388734235694,0.5807176060822545,0.935278030993619,0.9305627198019893,0.9430696425491084,0.9364105156604284,0.9351574885621877,0.8489795918367347,0.8151206419499103,0.8213365995118149,0.8179411333042772,0.8497355244063669
113,1.46484375e-07,0.1676305398793251,0.581874444442136,0.9480401093892434,0.9488365185493461,0.9557188324880759,0.9519186216929848,0.9479376458660013,0.8571428571428571,0.8364371282990763,0.837509438905955,0.8364075742356976,0.8575456621920468
114,1.46484375e-07,0.1765542586716936,0.5896615512517034,0.9516864175022789,0.951575194035005,0.9588142361810029,0.9549606458765356,0.9516382905823465,0.8448979591836735,0.8107562570176013,0.8318088604941608,0.819401925074895,0.8469160254136758
115,1.46484375e-07,0.165046998461812,0.5616809049735264,0.9489516864175023,0.9442830947045425,0.9580958742182414,0.9506749888708893,0.948891585312408,0.8489795918367347,0.8210166491617069,0.8166580129912381,0.8174777834999739,0.8485701262923204
116,1.46484375e-07,0.1848014779490781,0.5775572082826069,0.9371011850501367,0.9354130927163626,0.9461992183545135,0.9402684187788198,0.936849671856944,0.8612244897959184,0.8309733078025761,0.843692117556988,0.8366118467051621,0.8621886906365276
117,1.46484375e-07,0.18282510869972468,0.5728248321280187,0.9398359161349134,0.9353932890939469,0.94606683856699,0.9403690604375047,0.9397723182428275,0.8367346938775511,0.806346793923821,0.8128056690226151,0.8089787027431471,0.8376979093904466
118,1.46484375e-07,0.18146138671537693,0.5732813708028015,0.9425706472196901,0.9367238935460995,0.9501443773388902,0.9429313154336495,0.9425031483209039,0.8530612244897959,0.8295667070057314,0.8246889260854422,0.8268475908490647,0.8533140855738723
119,1.46484375e-07,0.16506537227274182,0.5762830795682207,0.9480401093892434,0.9454527918176053,0.9570340610440491,0.9508650810366704,0.9478763198648222,0.8530612244897959,0.8271375323794677,0.8181391821203318,0.8217768015215295,0.852267322023149
120,1.46484375e-07,0.17884012395235876,0.5739728942513466,0.9453053783044667,0.9428463859482817,0.9509572436226291,0.9466273841936625,0.9453076535587278,0.8489795918367347,0.827052171260296,0.8231028638627128,0.8248676138215013,0.8486253891387063
121,1.46484375e-07,0.18557864242830163,0.5837179589028261,0.9389243391066545,0.9390587832418734,0.9484227142830454,0.9434086470356026,0.9386417242875293,0.8448979591836735,0.8106436183707216,0.8204695168027417,0.815228050062159,0.8449966880372853
122,7.32421875e-08,0.17476731496663558,0.5792587660405101,0.9489516864175023,0.9454564681219614,0.9573263994421852,0.9508194172057666,0.9489664205870177,0.8489795918367347,0.8160256410256411,0.822579221444092,0.8190550787161506,0.8493704763340019
123,7.32421875e-08,0.17305219139472505,0.5752805318759412,0.9462169553327257,0.9389839006839779,0.9546358048516091,0.9461911641635079,0.9461947116734772,0.8530612244897959,0.8187330187330187,0.8270837259485965,0.8226683750176941,0.853568482075129
124,7.32421875e-08,0.17813521607311184,0.5739621413605553,0.9416590701914311,0.9394949162767863,0.952987834844511,0.9457067367261393,0.9413430435396729,0.8571428571428571,0.8299038721452514,0.8399042387691092,0.8343277485061829,0.8581075451108561
125,7.32421875e-08,0.1800892744535952,0.5793381480538116,0.9462169553327257,0.9454271057239696,0.9549958958966852,0.9499442113626202,0.9460847771041365,0.8448979591836735,0.825988825988826,0.8163084525886898,0.8203231828804939,0.8450362297188349
126,7.32421875e-08,0.2051630532513343,0.5811587126887574,0.935278030993619,0.9311220937942523,0.94378431309292,0.9370537312987411,0.9352227109966902,0.8408163265306122,0.811149793448691,0.8166816380148632,0.813500709920417,0.8413663243075007
127,3.662109375e-08,0.18242715271962373,0.5862040602431006,0.9425706472196901,0.9359000679873927,0.9516477716436843,0.9431671917328104,0.9424807212728071,0.8489795918367347,0.8194142371561726,0.8249740213072463,0.8219762443820606,0.8489720382535036
128,3.662109375e-08,0.18006356732890946,0.5798144806100398,0.9480401093892434,0.9508712447308826,0.955592930628061,0.9530695729433186,0.9480758793149452,0.8448979591836735,0.8264761554235238,0.8175655236132026,0.8212588351666766,0.8455275003626371
129,3.662109375e-08,0.18007561334204217,0.5828521350816804,0.9434822242479489,0.9433729759766734,0.9547153806184907,0.9486221926909576,0.9434002443711093,0.8448979591836735,0.8277864084269972,0.8056857346138964,0.8144651693384769,0.8432374763998465
130,3.662109375e-08,0.1843467239314247,0.5726795001297581,0.9407474931631723,0.9407051664255116,0.9503396718890236,0.9452382002137144,0.9406009611535014,0.8530612244897959,0.83271265451498,0.8271718161529659,0.8297049841998884,0.8528201916806553
